"resource"	"collection"	"process"	"actor"	"obj"	"sub"	"date"	"value"	"unit"	"value_type"	"reference"	"source"	"description"
"303e14f8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.2	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304d2b5a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.25	"kt"	"S"	301	"World"	
"303088ce-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.27	"kgCO2e/kg"	"ECe"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303a4e7c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.3	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c426e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.31	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302a5b2a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.36	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"305146ae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.37	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d9fc8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.39	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3033cdb8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.48	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304be826-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.5	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"3036d742-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.5	"MJ/kg bio"	"EE"	150	"World"	"Inventory of Carbon and Energy (ICE)"
"303d3cc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.65	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3038eda2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.73	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3035cde8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.76	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303832fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.76	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30393c3a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.76	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304f71ee-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2030-01-01"	3.78	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"303ce308-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.8	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d3cc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.81	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3.9	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304ce37a-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	3.91	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"30501e3c-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2030-01-01"	3.97	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"3044d572-7f8e-11e3-bc66-f07bcb4eb64e"						"2007-01-01"	4	"TWh"	"EN"	302	"World"	"2007 Energy Mis"
"3044d572-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	4	"TWh"	"EN"	302	"World"	"CCS retrofit scenario"
"3038eda2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303a878e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4	"MJ/kg"	"EE"	55	"World"	"Inventory of Carbon and Energy (ICE)"
"304e6fa6-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2020-01-01"	4.03	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2016-01-01"	4.1	"%"	"%Y"	303	"Strange Lake, Canada"	
"3039c182-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.17	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.18	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303c6b26-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.19	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302b2af0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.2	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303c3a5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.2	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3033cdb8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.26	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302a9194-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.47	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e5b74-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	4.5	"kg/MW"	"D"	301	"World"	
"302ab9bc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e33ec-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	4.68	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"304e99b8-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	4.7	"kg/MW"	"D"	301	"World"	"Strategic Energy Technology scenario"
"302a9194-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.8	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.9	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"302cefde-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.9	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303a0e62-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.9	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30511eea-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.94	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"3039a3a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	4.98	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3050b68a-7f8e-11e3-bc66-f07bcb4eb64e"	21			"resource"	"collection"	"2020-01-01"	5.17	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"304a58e4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.3	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"302c0060-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.3	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c20fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.3	"kgCO2/kg"	"EC"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"302d8138-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.35	"kgCO2/kg"	"EC"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"304bcbc0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.39	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.47	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303b9840-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.53	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d603a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.545	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3039f738-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.56	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3038831c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.6	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d1a08-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.7	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034161a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	5.9	"MJ/kg bio"	"EE"	150	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	6	"t/y"	"dE"	303	"Mt. Pass, USA"	
"303480a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.03	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e488c-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	6.1	"kg/MW"	"D"	301	"World"	
"303dbd82-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.15	"kgCO2/kg"	"EC"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303c3a5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.3	"MJ/kg bio"	"EE"	88	"World"	"Inventory of Carbon and Energy (ICE)"
"304e0be2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.31	"kgCO2/kg"	"EC"	148	"World"	"Inventory of Carbon and Energy (ICE)"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.54	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.7	"GWP/m^2"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3036bcb2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	6.75	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3050b68a-7f8e-11e3-bc66-f07bcb4eb64e"	21			"resource"	"collection"	"2030-01-01"	6.96	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"303b830a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.1	"MJ/kg bio"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3036f286-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.2	"MJ/kg"	"EE"	114	"World"	"Inventory of Carbon and Energy (ICE)"
"302a2ed4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.4	"MJ/kg"	"EE"	4	"World"	"Inventory of Carbon and Energy (ICE)"
"303c3a5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.4	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303480a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.62	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.75	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	7.92	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d4c12-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	8.1	"kgCO2/kg"	"EC"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"304e99b8-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2020-01-01"	8.12	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	8.24	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	8.26	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e33ec-7f8e-11e3-bc66-f07bcb4eb64e"	21			"resource"	"collection"	"2011-01-11"	8.3	"kg/MW"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"	24			"resource"	"collection"	"2030-01-01"	8.336	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.14	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.16	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.18	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c8eae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.4	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"30346cbe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.4	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2020-01-01"	9.46	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"3036d742-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.5	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e6fa6-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	9.58	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	9.7	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	10	"t/y"	"dE"	303	"Mt. Pass, USA"	
"305146ae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ad028-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302cefde-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30370dfc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10	"MJ/kg"	"EE"	114	"World"	"Inventory of Carbon and Energy (ICE)"
"303ecc72-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303c3a5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10.4	"MJ/kg fossil"	"EE"	88	"World"	"Inventory of Carbon and Energy (ICE)"
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10.5	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	10.7	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"303ce308-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	11	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303ebd9a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	11	"MJ/kg"	"EE"	116	"World"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2030-01-01"	11.28	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	11.46	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	11.5	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303eac4c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	11.5	"MJ/kg"	"EE"	115	"World"	"Inventory of Carbon and Energy (ICE)"
"303a0e62-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	12	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304c5e64-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	12.4	"kgCO2/kg"	"EC"	114	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-01"	12.5	"t/y"	"dE"	303	"Mt. Weld, Australia"	
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	12.7	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	12.79	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	12.8	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303562b8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	13.1	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"304d80b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	13.5	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	13.7	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	13.7	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2014-01-01"	14	"t/y"	"dE"	303	"Hoidas Lake, Canada"	
"304d80b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	14.47	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303e14f8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	14.5	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	14.7	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034161a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	15	"MJ/kg fossil"	"EE"	150	"World"	"Inventory of Carbon and Energy (ICE)"
"30375d3e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	15	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303b830a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	15	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	15.6	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"3038831c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	16	"MJ/kg fossil"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d3cc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	16.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303e798e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	16.6	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	16.7	"GWP/m^2"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30330bc6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	16.8	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30346cbe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	17.4	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2015-01-01"	17.5	"t/y"	"dE"	303	"Bear Lodge, USA"	
"304f71ee-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	18	"kt"	"S"	301	"World"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2014-01-01"	18	"t/y"	"dE"	303	"Hoidas Lake, Canada"	
"303265fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	18	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303c6b26-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	18	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e5b74-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	18.04	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	18.4	"GWP/m^2"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303cc44a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	18.8	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303d9fc8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	19	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2020-01-01"	19.09	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2020-01-01"	19.09	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304e33ec-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	19.2	"kg/MW"	"D"	301	"World"	
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	19.2	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	19.7	"GWP/m^2"	"EC"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"303226fc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	19.8	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	20	"t/y"	"dE"	303	"Zandkopsdrift, South Africa"	
"302a9194-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	20	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c8eae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	20.1	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303954ea-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	20.17	"MJ/kg"	"EE"	2	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	20.6	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	21	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303ecc72-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	21.5	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"30346cbe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	21.6	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e488c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	22	"kt"	"S"	301	"World"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	22	"t/y"	"dE"	303	"Dubbo, Australia"	
"304e33ec-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	22.2	"kt"	"S"	301	"World"	
"30346cbe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	22.3	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2015-01-01"	22.5	"t/y"	"dE"	303	"Bear Lodge, USA"	
"3034f648-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	22.6	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303bfed4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	23.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303cc44a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	23.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303cc44a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	24.4	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"303226fc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	24.9	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
